wavelength	S-Sdark	Sdark	I	Idark	Wavelength	R	Rdark	Mcorrect	XCorrect	Sc	Ic	Rc	Sc/Rc
535.803	74	2221						0.583058912575245		43.1463595305681			9.65919214058435
538.14	76	2236						0.587758140563965		44.6696186828613			10.0002047542089
540.479	69	2196						0.589999395787716		40.7099583093524			9.11375405998327
542.817	92	2346						0.592263173162937		54.4882119309902			12.1982970096338
545.157	-6	2440						0.593717769861221		-3.56230661916733			-0.797494956065407
547.497	23	2347						0.594618706822395		13.6762302569151			3.06170293966112
549.838	68	2317						0.595575387716293		40.4991263647079			9.06655503126218
552.179	66	2345						0.596780196785927		39.3874929878712			8.81769323866654
554.521	67	2465						0.597621031939983		40.0406091399789			8.96390660340843
556.863	20	2217						0.599711997628212		11.9942399525642			2.6851551218362
559.206	9	2207						0.60237123811245		5.42134114301205			1.21367773155714
561.549	27	2383						0.603520955145359		16.2950657889247			3.64798265974617
563.893	60	2327						0.606491972923279		36.3895183753967			8.14653550648364
566.238	42	3590						0.609322130441666		25.59152947855			5.72918556963333
568.583	48	2626						0.611489807486534		29.3515107593536			6.57093402840081
570.929	55	2234						0.613756196856499		33.7565908271074			7.55710100128173
573.276	53	2359						0.617215528488159		32.7124230098724			7.32334274952142
575.622	1	2242						0.620633638978004		0.620633638978004			0.138941492005865
577.97	49	2400						0.625026537775993		30.6263003510237			6.8563216657062
580.318	35	2301						0.627394749164581		21.9588162207603			4.91592865223852
582.666	26	2225						0.629204005241394		16.3593041362762			3.66236372333098
585.016	37	2459						0.631954453468323		23.3823147783279			5.23460782306517
587.365	23	2360						0.633092116117477		14.561118670702			3.25980324997094
589.715	70	2985						0.637148849070072		44.6004194349051			9.98471309189333
592.066	38	2398						0.637307598233223		24.2176887328625			5.42162331229485
594.417	-23	2318						0.639439945697784		-14.707118751049			-3.29248834423976
596.769	2	2382						0.642819298386574		1.28563859677315			0.287816408260008
599.121	-11	2349						0.644936014711857		-7.09429616183042			-1.58820281652689
601.474	51	2331						0.64742348241806		33.0185976033211			7.39188617378391
603.828	64	2213						0.650555606126785		41.6355587921143			9.3209685968686
606.181	-26	2337						0.654303818881512		-17.0118992909193			-3.80846045216961
608.536	39	2365						0.656968998908996		25.6217909574509			5.73596021858036
610.891	34	2299						0.65987440007925		22.4357296026945			5.02269543489731
613.246	33	2611						0.666040543556213		21.979337937355			4.92052285684349
615.602	7	2307						0.668459177613258		4.67921424329281			1.04753749643473
617.958	27	2183						0.672432673215866		18.1556821768284			4.06451956775457
620.315	14	2315						0.676123341321945		9.46572677850723			2.11909590284434
622.672	31	2351						0.678001314640045		21.0180407538414			4.70531688580015
625.03	59	2518						0.682966375946998		40.2950161808729			9.02086080572466
627.388	26	2330						0.686617954730988		17.8520668230057			3.9965490814537
629.747	-18	2454						0.690543981492519		-12.4297916668653			-2.78266225201748
632.106	72	2270						0.694335581183434		49.9921618452072			11.1917645437487
634.466	73	2195						0.696230260491371		50.8248090158701			11.3781695868219
636.826	21	2393						0.698076308846474		14.6596024857759			3.28185085961604
639.187	57	2352						0.698986764967442		39.8422456031442			8.91949888195015
641.548	19	2657						0.702054481506348		13.3390351486206			2.986214940782
643.91	-12	2505						0.706712818145752		-8.48055381774902			-1.8985448523454
646.272	-2	2315						0.712583263397217		-1.42516652679443			-0.319052579740449
648.634	5	2327						0.717847754120827		3.58923877060413			0.80352426718963
650.997	30	2328						0.723733997106552		21.7120199131966			4.86067826772679
653.361	-13	2354						0.730186020195484		-9.49241826254129			-2.12507133566434
655.724	13	2454						0.7341744992733		9.54426849055291			2.13667906619703
658.089	-23	2162						0.738915598452091		-16.9950587643981			-3.80469035700546
660.453	50	2178						0.745233576476574		37.2616788238287			8.34178640228295
662.818	49	2432						0.751778895497322		36.8371658793688			8.24675052576135
665.184	63	2200						0.753519323825836		47.4717174010277			10.6275116744249
667.55	51	2408						0.758299961686134		38.6732980459928			8.65780614171347
669.916	43	2372						0.76304160284996		32.8107889225483			7.34536396431121
672.283	76	2336						0.765285443484783		58.1616937048435			13.0206807904357
674.65	78	2096						0.76824095249176		59.9227942943573			13.4149390582962
677.018	126	2092						0.773500720381737		97.4610907680988			21.8186519604984
679.386	90	2112						0.774655887007713		69.7190298306942			15.6080260841636
681.754	147	2016						0.780758684635162		114.771526641369			25.6939459124416
684.123	215	2197						0.784869603276253		168.746964704394			37.7774480385851
686.492	156	2013						0.7899810359478		123.237041607857			27.5891240113579
688.862	231	2153						0.795084442615509		183.664506244183			41.1170438136558
691.232	629	2088						0.796766014099121		501.165822868347			112.196185959786
693.602	1229	2125						0.803074624538421		986.97871355772			220.955305074269
695.973	1906	2323						0.80917464351654		1542.28687054253			345.272356244018
698.344	2564	2287						0.810426388263703		2077.93325950813			465.1877198279
700.716	2962	2139						0.816140144348145		2417.4071075592			541.185861054756
703.088	2898	2009						0.821240208625793		2379.95412459755			532.801247321393
705.46	2386	2191						0.827542109489441		1974.51547324181			442.035540149969
707.832	1675	2107						0.837463612556458		1402.75155103207			314.034530475787
710.205	1008	2314						0.842343920171261		849.082671532631			190.084464988612
712.579	489	2062						0.847233318328857		414.297092662811			92.7488498416747
714.952	164	2050						0.851786927223206		139.693056064606			31.2731383114139
717.326	107	2115						0.857616646766663		91.7649812040329			20.5434617165995
719.701	73	2023						0.865968562781811		63.2157050830722			14.1521242659489
722.075	11	2461						0.868723821640015		9.55596203804016			2.13929690518074
724.45	54	2112						0.875158727169037		47.258571267128			10.5797945672632
726.826	24	2296						0.879253574848175		21.1020857963562			4.72413208186643
729.201	26	2142						0.886474482953548		23.0483365567923			5.15983998986482
731.577	2	2323						0.89306919658184		1.78613839316368			0.39986349061546
733.954	-26	2315						0.897394534945488		-23.3322579085827			-5.2234015723389
736.33	20	2293						0.905512806177139		18.1102561235428			4.05435001969425
738.707	-16	2304						0.911585627913475		-14.5853700466156			-3.26523241484538
741.085	-51	2292						0.920111380517483		-46.9256804063916			-10.5052701619441
743.462	7	2379						0.927018935799599		6.48913255059719			1.45272460559578
745.84	-28	2358						0.934507882595062		-26.1662207126617			-5.85784191775147
748.218	56	2370						0.93711781668663		52.4785977344513			11.7484039047691
750.597	40	2252						0.942468699574471		37.6987479829788			8.43963324342753
752.975	19	2184						0.960409042239189		18.2477718025446			4.08513570776326
755.355	2	2426						0.965481523275375		1.93096304655075			0.432285441597632
757.734	-8	2228						0.981364061117172		-7.85091248893738			-1.75758680534411
760.113	13	2460						0.990919766604901		12.8819569658637			2.8838886718093
762.493	32	2196						0.994247965455055		31.8159348945618			7.12264560955991
764.874	6	2348						1.00850126409531		6.05100758457184			1.35464140055904
767.254	0	2096						1.01430535674095		0			0
769.635	32	2357						1.0241561716795		32.7729974937439			7.33690358257656
772.016	21	2273						1.0332159318924		21.6975345697403			4.85743542830328
774.397	36	2353						1.03984236133099		37.4343250079155			8.38043677006779
776.778	51	2405						1.04552076172829		53.3215588481426			11.937117934244
779.16	28	2313						1.060282330513		29.687905254364			6.64624279367538
781.542	67	2131						1.06388764548302		71.2804722473621			15.957586799903
783.924	75	2462						1.07290418243408		80.4678136825561			18.0143604686251
786.307	96	2046						1.08409762144089		104.073371658325			23.2989458323594
788.689	91	2238						1.08820687973499		99.0268260558844			22.1691737229497
791.072	137	2378						1.11052705669403		152.142206767082			34.0601344781964
793.455	94	2162						1.1187610322237		105.163537029028			23.5430015741461
795.839	119	2212						1.12241071844101		133.56687549448			29.9016679056005
798.222	143	2313						1.10673387145996		158.262943618774			35.4303861966655
800.606	117	2181						1		117			26.1928351022918
802.99	82	2404						1		82			18.3573716101533
805.374	113	2248						1		113			25.2973535603331
807.759	75	2340						1		75			16.7902789117255
810.143	50	2367						1		50			11.1935192744837
812.528	14	2263						1		14			3.13418539685543
814.913	-17	2245						1		-17			-3.80579655332446
817.298	30	2172						1		30			6.71611156469022
819.684	55	2092						1		55			12.3128712019321
822.069	-35	2230						1		-35			-7.83546349213858
824.455	20	2227						1		20			4.47740770979348
826.841	-19	2131						1		-19			-4.2535373243038
